Summary level,Program label,Program,Sub-program,Name,Code,Subsidized units available,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),Household income per year,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),% very low income,% extremely low income,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),% Minority,%Black Non-Hispanic, %Black Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,% Hispanic,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category,%White Hispanic,%White Non-Hispanic,% Multiple Race,%Other Hispanic
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 030805,37151030805,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 030806,37151030806,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 030900,37151030900,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031001,37151031001,37,91,34,100,6,9,1.1,39,349,468,14670,12789,-1,3,59,26,12,-1,-1,100,27,100,71,-1,3,53,-1,83,46,46,-1,6,12,82,3,29,29,-1,-1,-1,0,30,87,100,118,85,12,3,9,33,32,57,NA,24660,55040,NA,NA,NC,NA,NA,-1,71,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031002,37151031002,21,91,19,100,6,16,1.3,24,393,466,16245,12861,-1,5,42,37,16,16,-1,84,29,95,63,-1,16,63,16,40,43,38,-1,21,5,74,-1,21,21,-1,-1,-1,0,-1,94,100,114,84,11,5,-1,11,28,72,NA,24660,55040,NA,NA,NC,NA,NA,-1,79,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031101,37151031101,21,89,19,100,5,11,2.8,54,341,611,14743,5187,5,16,42,16,21,26,5,68,22,100,74,5,53,74,53,38,33,13,5,58,21,16,-1,53,42,-1,-1,-1,11,10,53,95,153,32,26,42,5,23,14,59,NA,24660,99999,NA,NA,NC,NA,NA,11,47,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031102,37151031102,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,24740,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031200,37151031200,68,88,57,96,7,5,1.2,66,309,331,13250,11443,4,6,56,30,6,5,-1,89,25,98,74,-1,9,67,9,50,9,15,-1,16,5,79,11,40,40,-1,-1,-1,0,2,84,100,110,86,12,2,5,19,32,65,NA,24660,38100,NA,NA,NC,NA,NA,-1,58,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031303,37151031303,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031304,37151031304,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031305,37151031305,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031307,37151031307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031308,37151031308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031401,37151031401,169,88,150,100,6,15,1.9,283,347,621,17808,9439,5,5,42,21,26,22,-1,77,29,92,68,3,31,83,33,44,60,29,5,33,19,43,5,18,11,-1,1,1,5,16,83,100,128,53,28,19,11,27,23,82,NA,24660,55080,NA,NA,NC,NA,NA,5,82,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031402,37151031402,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,02080,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031501,37151031501,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031503,37151031503,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,01720,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031504,37151031504,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,01720,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031505,37151031505,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,68400,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031601,37151031601,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,01720,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 031602,37151031602,18,79,15,100,6,20,1.2,18,309,553,13301,11085,-1,7,57,21,14,20,-1,73,24,93,73,-1,20,87,20,29,63,39,7,13,27,53,7,27,27,-1,-1,-1,0,7,114,100,169,80,13,7,7,21,34,68,NA,24660,01720,NA,NA,NC,NA,NA,-1,73,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Randolph County 999999,37151999999,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,24660,02080,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970100,37153970100,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,40460,31920,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970200,37153970200,42,96,40,99,9,8,2.4,95,161,832,6857,2887,45,12,30,3,9,38,-1,43,12,100,88,3,55,83,55,13,56,12,13,63,5,20,-1,55,50,-1,5,-1,0,-1,92,98,110,30,40,30,13,9,41,72,NA,40460,99999,NA,NA,NC,NA,NA,-1,43,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970300,37153970300,13,85,12,100,9,17,2.4,29,211,643,9717,4021,33,-1,56,-1,11,25,17,33,18,92,92,8,42,92,50,18,-1,7,8,67,17,8,-1,75,67,-1,8,-1,0,26,66,100,193,17,50,33,25,22,34,76,NA,40460,57260,NA,NA,NC,NA,NA,-1,25,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970400,37153970400,23,83,20,100,9,25,3,60,324,516,12274,4091,11,26,37,16,11,30,-1,65,21,95,85,-1,60,75,50,24,100,12,5,75,5,15,-1,80,80,-1,-1,-1,0,8,68,95,199,5,40,55,35,13,39,87,NA,40460,57260,NA,NA,NC,NA,NA,-1,15,5,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970500,37153970500,173,94,162,100,6,14,2.3,376,310,680,14416,6211,18,9,42,10,21,25,-1,70,25,90,73,2,48,78,45,29,63,18,5,51,23,22,1,86,81,-1,2,-1,2,8,91,98,96,31,35,34,12,28,52,72,NA,40460,57260,NA,NA,NC,NA,NA,1,14,3,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970600,37153970600,367,90,335,100,7,16,2,664,290,601,11982,6045,20,9,40,18,13,19,0,78,23,94,70,2,39,77,34,26,31,15,11,44,15,30,1,71,67,1,3,-1,1,9,75,94,110,38,36,27,19,38,62,30,NA,40460,57260,NA,NA,NC,NA,NA,0,26,3,0
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970700,37153970700,45,81,39,100,8,15,1.9,76,371,520,14394,7386,5,8,46,24,16,13,-1,82,28,95,62,3,33,92,36,35,37,21,-1,36,15,49,8,67,67,-1,-1,-1,0,6,83,100,188,23,38,38,46,36,41,70,NA,40460,19800,NA,NA,NC,NA,NA,-1,33,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970800,37153970800,20,82,17,100,10,18,2.4,40,388,515,12840,5457,6,13,56,19,6,47,-1,47,23,94,76,-1,53,76,47,29,33,13,6,65,12,18,-1,88,88,-1,-1,-1,0,14,75,100,206,6,47,47,41,18,42,69,NA,40460,14600,NA,NA,NC,NA,NA,-1,6,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 970900,37153970900,31,82,26,100,9,15,2.7,71,429,496,18492,6772,4,15,42,4,35,42,-1,58,31,81,62,4,58,92,62,22,33,13,-1,73,15,12,-1,81,77,4,-1,-1,4,4,71,100,209,19,35,46,19,18,32,84,NA,40460,29160,NA,NA,NC,NA,NA,-1,19,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 971000,37153971000,254,88,224,100,7,16,1.9,435,308,675,13456,6929,22,6,36,15,21,33,-1,66,25,90,67,1,39,71,39,19,62,18,12,43,13,33,0,90,88,-1,2,-1,0,28,81,42,115,47,25,28,11,23,63,65,NA,40460,99999,NA,NA,NC,NA,NA,-1,10,2,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 971100,37153971100,110,88,96,100,7,24,2.7,259,310,738,14771,5475,25,12,29,13,21,41,-1,57,25,90,72,2,63,94,64,13,57,8,15,61,10,14,-1,90,88,-1,1,-1,1,21,68,17,156,17,36,47,14,31,50,36,NA,40460,29160,NA,NA,NC,NA,NA,1,10,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Richmond County 999999,37153999999,56,92,50,98,7,2,2.1,104,255,492,10951,5265,24,6,53,4,12,8,-1,90,21,98,78,-1,42,88,42,44,75,26,4,50,14,32,-1,74,72,-1,2,-1,0,4,79,90,107,48,20,32,8,0,0,0,NA,40460,14600,NA,NA,NC,NA,NA,-1,24,4,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960101,37155960101,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960102,37155960102,53,92,49,100,6,22,1.3,63,300,655,16885,13133,11,2,49,9,29,33,-1,59,34,84,59,-1,12,67,12,38,80,40,4,41,35,20,-1,86,61,-1,24,-1,0,57,59,100,112,86,4,10,4,19,59,66,NA,31300,58720,NA,NA,NC,NA,NA,-1,14,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960202,37155960202,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960203,37155960203,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960204,37155960204,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960301,37155960301,134,91,122,99,6,17,2.8,337,259,654,11770,4261,31,11,28,13,17,31,2,62,21,94,75,3,64,87,65,19,53,10,11,62,12,14,-1,89,52,-1,32,-1,6,22,65,21,169,22,33,45,7,42,81,79,NA,31300,55660,NA,NA,NC,NA,NA,4,10,2,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960302,37155960302,112,90,101,100,6,23,1.1,110,323,243,13677,12558,-1,6,62,25,7,2,-1,97,29,98,64,-1,4,65,4,71,4,8,-1,3,4,93,3,70,34,1,36,-1,1,7,55,74,82,92,5,3,4,31,85,35,NA,31300,55660,NA,NA,NC,NA,NA,-1,21,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960402,37155960402,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960403,37155960403,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960404,37155960404,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,53950,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960501,37155960501,44,92,40,99,5,5,1.6,65,306,730,13022,8014,10,5,58,15,13,13,-1,85,25,98,73,-1,30,73,30,52,76,38,5,23,30,43,3,93,5,-1,85,-1,3,4,112,98,58,60,18,23,18,31,96,47,NA,31300,99999,NA,NA,NC,NA,NA,-1,8,3,3
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960502,37155960502,225,95,214,100,5,15,2.9,612,252,786,11751,4109,28,15,34,7,17,40,3,56,20,94,80,2,67,83,65,20,87,13,7,66,12,14,-1,94,11,-1,83,0,0,10,76,95,48,18,25,57,11,41,82,45,NA,31300,51080,NA,NA,NC,NA,NA,-1,6,2,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960503,37155960503,76,78,60,100,3,13,1.6,95,338,440,14353,9065,-1,7,55,22,16,13,-1,83,28,98,63,-1,25,83,25,52,86,47,2,20,20,58,3,97,3,-1,93,-1,0,-1,67,100,110,42,33,25,33,23,92,63,NA,31300,51080,NA,NA,NC,NA,NA,-1,3,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960601,37155960601,71,95,67,100,5,15,2.7,181,302,692,13903,5146,13,15,39,7,26,43,1,46,23,93,73,-1,66,96,63,17,67,10,9,61,16,13,3,90,43,-1,42,-1,4,18,84,100,111,-1,49,51,28,28,92,45,NA,31300,99999,NA,NA,NC,NA,NA,1,10,4,3
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960602,37155960602,51,95,49,100,5,16,1.8,88,343,700,20011,11143,10,4,33,17,35,35,2,61,38,73,51,2,41,84,43,31,76,27,6,43,16,35,-1,94,41,-1,53,-1,0,21,101,98,95,27,71,2,16,27,90,29,NA,31300,99999,NA,NA,NC,NA,NA,-1,6,2,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960701,37155960701,18,81,15,100,7,-1,1.9,28,350,487,14036,7519,13,7,47,13,20,20,7,73,26,100,73,-1,40,73,33,58,33,36,7,27,47,20,-1,87,47,7,33,-1,7,-1,105,100,149,20,40,40,40,21,79,48,NA,31300,39700,NA,NA,NC,NA,NA,-1,13,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960702,37155960702,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960801,37155960801,475,86,415,100,6,19,2.3,936,272,679,11724,5198,28,9,33,13,17,25,2,71,21,95,75,2,50,76,46,21,30,12,14,49,13,25,0,88,70,1,16,-1,2,11,53,67,125,39,31,30,7,50,87,54,NA,31300,39700,NA,NA,NC,NA,NA,-1,5,3,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960802,37155960802,283,68,193,100,7,22,2,392,264,944,11496,5660,24,7,48,9,12,21,2,77,22,96,77,-1,36,71,35,42,95,32,7,38,25,30,2,88,50,1,36,-1,2,20,54,4,212,54,20,25,5,43,93,57,NA,31300,39700,NA,NA,NC,NA,NA,1,12,2,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 960900,37155960900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961000,37155961000,30,82,25,100,7,8,1.3,33,361,370,14546,11020,4,-1,52,28,16,12,-1,88,29,96,60,-1,16,56,16,79,91,64,-1,36,20,44,-1,60,52,-1,8,-1,0,7,96,72,138,36,48,16,52,28,61,69,NA,31300,XXXXX,NA,NA,NC,NA,NA,-1,40,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961100,37155961100,73,70,51,100,6,12,2.5,130,278,726,11042,4332,34,10,32,12,12,22,2,75,20,92,76,-1,69,88,67,29,60,18,12,57,12,20,-1,88,71,-1,18,-1,0,1,57,45,172,8,45,47,25,44,71,77,NA,31300,39700,NA,NA,NC,NA,NA,-1,12,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961200,37155961200,140,74,104,100,6,18,1.7,179,281,689,11818,6866,20,5,48,7,20,19,-1,73,23,95,75,1,31,76,29,42,89,34,9,46,28,17,-1,86,74,-1,11,-1,1,4,69,52,132,35,44,21,34,27,59,74,NA,31300,39700,NA,NA,NC,NA,NA,1,14,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961301,37155961301,17,78,13,100,5,8,1.2,16,346,440,12644,10273,15,-1,54,15,15,23,-1,77,25,100,69,-1,8,100,8,50,100,63,-1,15,31,54,-1,85,54,-1,31,-1,0,-1,130,100,149,31,69,-1,46,13,50,63,NA,31300,03665,NA,NA,NC,NA,NA,-1,15,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961302,37155961302,306,81,247,100,6,20,2.6,630,321,696,13580,5324,20,10,31,14,24,32,2,62,24,94,65,0,65,91,63,24,83,17,10,57,16,17,0,91,69,0,20,-1,2,18,58,77,136,4,51,45,27,32,72,44,NA,31300,39700,NA,NA,NC,NA,NA,1,9,1,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961400,37155961400,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961500,37155961500,15,78,12,100,4,25,2.8,34,403,440,17766,6270,18,9,18,-1,55,42,-1,50,29,92,58,8,75,100,83,42,-1,18,8,92,-1,-1,-1,67,67,-1,-1,-1,0,37,63,100,167,-1,25,75,25,17,49,55,NA,31300,99999,NA,NA,NC,NA,NA,-1,33,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961601,37155961601,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961602,37155961602,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31300,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Robeson County 961700,37155961700,169,93,164,100,5,20,2.4,401,312,646,13883,5678,23,6,37,12,23,50,2,48,25,90,70,7,56,59,40,25,38,12,12,55,15,18,1,91,73,1,16,-1,2,6,65,68,140,22,45,34,9,29,74,59,NA,31300,22360,NA,NA,NC,NA,NA,-1,7,1,1
